num_lectures,price,days_since_published,content_duration
310,145,2688,34.0
37,180,1451,4.5
38,20,2227,2.0
25,0,1825,5.0
44,95,1253,8.5
21,50,2402,3.0
27,60,1327,2.0
13,20,1888,2.0
20,50,2402,3.5
197,120,3245,27.5
37,20,1571,1.5
22,65,1486,1.5
14,20,2098,1.0
12,95,2677,0.5833333333333334
5,20,2613,1.0
68,195,1968,10.0
97,20,1620,7.0
20,200,2588,1.5
16,45,1547,1.5
10,100,1283,0.7166666666666667
25,45,2148,2.5
31,20,1263,7.5
14,50,2549,0.6833333333333333
74,60,1710,2.0
14,20,1909,1.0
316,195,1603,51.0
52,200,1315,3.0
29,20,2237,3.5
22,0,2217,2.5
38,40,1919,5.0
144,195,1842,20.0
9,100,1190,1.0
12,0,1794,1.0
18,195,1462,2.5
25,20,1498,3.0
17,25,1258,1.5
13,35,2626,1.0
15,200,1759,1.0
14,0,1778,1.0
120,40,1525,19.0
40,85,2123,3.5
19,30,1339,2.0
7,60,1232,0.5833333333333334
35,20,2083,4.0
46,200,1794,9.5
20,35,1802,3.0
53,85,2715,5.0
14,90,1392,1.0
23,20,1253,2.0
65,60,1296,5.0
13,20,1484,1.0
19,50,2403,0.6833333333333333
27,75,1904,3.0
34,200,2127,4.5
30,20,2445,3.5
7,95,2596,0.5166666666666666
50,50,1848,4.0
26,20,1542,3.5
21,20,1588,2.0
24,200,1687,3.0
11,0,1353,0.6
20,115,1592,1.5
59,195,1717,7.5
28,20,1486,1.0
48,20,1219,4.5
36,120,1997,4.0
138,200,1286,25.5
121,100,1273,11.0
43,120,2599,4.0
22,50,2343,2.5
27,0,1553,1.0
22,0,1272,1.5
16,20,1734,1.5
125,100,1867,10.5
48,0,1254,4.5
88,75,2029,9.0
17,40,2226,2.5
9,30,1478,1.0
69,20,1671,4.0
81,30,1912,7.0
18,30,1266,1.5
6,50,1882,1.0
32,20,1828,3.0
17,40,1699,0.7166666666666667
11,60,2766,1.5
59,20,2441,12.0
27,20,1772,1.0
10,20,1762,0.7
65,150,1471,5.0
23,20,2078,1.0
20,40,1516,1.5
22,20,2630,1.5
9,100,1447,0.6166666666666667
39,95,1352,4.5
40,200,1227,8.5
25,95,2150,4.5
28,20,1616,2.5
106,185,1442,9.5
33,50,1248,3.5
65,75,2009,4.5
13,145,1209,1.0
23,90,1833,1.5
79,150,1351,9.0
22,20,1739,2.0
24,90,1282,1.5
16,0,1349,1.5
13,180,1366,0.5333333333333333
10,50,2679,1.0
13,20,2220,1.0
8,20,1367,1.0
47,200,1466,4.0
10,20,1310,0.65
544,200,1910,46.5
21,20,1555,1.0
12,50,1687,1.0
9,0,1731,1.0
26,35,2311,2.0
177,200,1801,16.5
25,20,1896,6.0
16,50,1920,1.0
49,120,2548,7.0
36,40,1903,2.0
97,50,2106,7.0
60,75,1891,5.5
6,0,1359,0.5
93,120,1581,9.0
66,195,1408,3.0
39,30,1793,6.5
23,0,2384,4.5
15,0,2478,1.5
24,30,1674,5.5
13,20,1822,2.0
46,40,1570,4.5
14,20,1206,1.0
61,95,1827,6.0
26,50,1383,2.0
70,30,1393,9.0
39,195,1261,2.5
106,50,2001,8.0
18,200,2319,2.0
13,40,1694,1.0
47,20,1693,3.5
41,50,1919,3.0
29,50,1918,2.0
53,50,1780,7.0
8,45,1326,0.5666666666666667
29,40,1791,1.5
12,20,1898,1.5
37,195,1249,4.0
7,20,1797,0.6666666666666666
11,25,2154,1.0
12,20,1301,0.7166666666666667
9,20,1385,0.6
62,80,1567,9.0
25,65,1309,1.0
6,20,1252,0.6
37,50,1580,2.5
10,0,2431,2.0
10,20,2491,1.0
36,100,1697,3.0
7,20,2157,1.0
37,150,1365,3.0
40,50,2722,3.0
25,45,2706,2.0
83,20,1609,3.5
36,40,1690,2.0
16,150,1812,1.5
18,0,1196,1.0
19,30,1916,0.55
49,100,1681,3.5
10,20,1815,0.6
18,0,1512,1.5
21,145,1451,3.0
29,0,2085,1.0
23,20,1771,1.5
12,120,1402,0.6
32,80,1327,3.0
32,35,1948,2.0
29,40,1435,1.5
24,0,2494,4.5
34,200,1521,2.5
6,25,1540,0.5833333333333334
131,200,2355,15.5
7,0,1515,0.5
15,20,1778,1.0
17,20,2155,2.5
52,145,2093,3.5
93,50,2872,9.5
25,50,1576,5.5
8,20,1488,1.5
74,60,2053,13.5
24,195,1805,1.5
49,35,1512,5.0
9,30,2493,3.0
18,45,1248,3.5
46,45,1325,3.5
31,100,1991,3.0
5,0,1696,1.0
35,140,1465,2.0
90,20,2332,9.0
30,35,1322,2.0
24,40,1688,1.5
62,60,1678,5.0
10,40,2046,2.0
11,40,2005,1.5
284,50,1616,31.5
107,120,1289,6.0
15,20,2057,1.5
42,0,1483,2.5
11,35,1697,1.5
166,20,1965,10.5
12,20,1552,1.0
9,20,2022,1.5
21,20,2421,2.0
97,150,1392,11.0
29,195,1304,2.5
34,40,1991,4.0
12,20,1302,1.0
35,95,1645,2.5
16,200,1951,0.5666666666666667
21,35,2029,2.5
11,150,1485,3.0
21,30,1553,2.5
11,25,1689,2.0
16,45,1280,1.5
274,75,1308,39.0
12,20,2247,0.5333333333333333
34,95,2033,3.0
29,30,2298,1.5
21,75,1485,2.5
14,50,1360,0.5
67,195,1461,10.0
35,105,1874,5.0
20,75,1797,2.5
63,25,1654,6.0
185,30,1342,6.5
52,100,2063,2.0
21,200,1792,2.5
36,0,1317,2.5
45,100,1395,7.0
35,20,2109,4.0
69,50,1423,1.5
10,20,2057,2.0
6,20,2407,1.5
20,200,1897,2.5
29,60,2103,1.5
27,75,1955,2.5
20,200,1462,1.0
26,20,1492,3.5
59,20,2271,7.0
22,50,1255,4.5
14,0,1247,3.0
8,40,1282,0.7
69,20,2252,3.0
17,20,2209,1.0
26,20,1406,2.5
17,20,3104,2.0
5,20,1678,0.5166666666666666
19,30,2444,3.0
18,0,1314,0.5666666666666667
22,60,1710,2.0
8,20,1373,2.0
8,65,1724,1.0
44,45,2178,5.0
119,50,2162,8.5
85,115,1380,10.5
11,20,1254,0.6
61,165,2070,8.0
13,0,1547,0.5166666666666666
7,35,1471,0.7
30,20,1682,5.0
20,30,1275,3.0
23,25,1286,2.0
23,200,1240,2.5
12,25,1494,1.0
47,95,2361,4.5
14,25,1255,2.0
36,95,2030,3.5
71,20,1714,6.0
30,195,1744,4.0
15,45,1699,2.5
13,90,1358,1.5
60,0,1835,4.5
41,20,2604,3.0
15,0,1477,1.5
207,60,1413,33.0
15,30,2080,1.5
27,50,2772,5.0
26,0,1647,3.5
10,20,1834,1.0
97,20,1342,9.0
28,50,1258,3.0
9,20,2120,0.5166666666666666
28,100,1499,2.5
32,20,2000,6.0
8,0,1879,0.6666666666666666
11,0,1294,0.55
12,45,2294,2.0
46,50,1800,3.5
123,20,1868,16.0
7,25,2028,1.0
37,50,1547,7.0
11,200,1241,1.0
28,75,2616,3.0
26,50,2170,2.5
13,0,1434,1.5
9,0,2295,2.0
29,200,1337,2.5
27,75,1805,2.5
444,150,1678,45.0
16,200,1357,1.0
46,195,1744,4.0
34,125,1546,3.5
45,0,2272,6.5
25,20,1921,1.0
29,70,1518,4.0
38,50,1660,8.5
15,20,2560,2.0
20,20,1343,1.0
29,25,1563,2.5
36,195,1820,4.5
20,20,1916,1.0
74,100,1576,4.0
6,20,2456,1.5
24,170,1871,1.5
55,20,1888,6.0
19,0,1925,1.0
14,0,1959,0.6166666666666667
108,150,1429,7.5
13,0,2312,1.0
22,50,2171,3.0
9,50,1196,2.0
10,0,1258,0.6833333333333333
7,60,2776,1.0
42,20,2650,2.0
17,20,1549,1.0
13,30,1658,2.0
38,20,1406,4.0
12,20,1591,1.0
83,20,1660,7.5
138,100,1374,10.0
11,20,2403,1.0
14,25,2011,1.5
48,20,1849,9.0
14,20,1780,1.0
45,195,1436,6.5
37,40,1521,5.0
21,200,1439,1.5
45,40,1580,2.0
74,90,1339,7.5
32,115,1253,3.0
36,50,1379,2.5
29,95,1776,1.5
13,0,2919,0.7333333333333333
43,80,1239,3.0
40,185,2249,6.5
10,0,2564,1.0
8,25,1440,0.65
8,20,1850,0.6
24,0,2727,8.0
8,60,1192,1.0
45,95,1889,4.5
15,200,1744,2.5
72,20,2007,2.0
23,145,1942,6.0
20,200,1450,2.0
33,0,1230,2.0
21,20,2344,1.0
15,40,2081,1.0
17,20,2688,2.5
48,40,1790,5.5
35,45,2009,2.5
215,200,2872,7.0
7,20,1189,2.5
29,0,1202,1.0
10,20,3024,1.5
40,50,1597,7.5
12,30,1965,1.5
32,50,1399,3.0
42,20,2045,1.5
66,200,1937,5.0
41,125,1650,4.0
126,200,1517,18.5
26,40,1503,2.0
17,195,1715,1.0
62,20,1540,12.0
18,200,1714,1.5
454,200,2451,60.0
16,40,1583,1.5
34,25,1374,2.5
26,195,1790,3.5
18,50,1575,1.5
25,100,1653,2.5
29,50,1413,1.5
12,20,1652,1.0
26,50,2333,3.0
28,200,1214,1.5
22,85,2546,6.0
89,150,1357,8.5
8,30,1498,0.5666666666666667
22,20,2304,2.0
30,95,1455,2.0
45,0,2085,7.5
21,20,1208,1.0
35,50,1732,7.0
39,125,1282,2.5
99,150,1612,6.5
13,20,1532,0.6166666666666667
29,200,1305,2.5
42,100,1791,3.0
59,95,1940,2.0
37,20,1631,3.5
11,60,1477,1.5
17,20,1841,1.5
23,200,2898,4.0
39,95,1912,2.5
30,65,1539,3.0
29,30,1287,3.5
33,70,1801,1.0
22,30,1830,2.0
23,25,1584,2.0
160,190,1290,10.5
30,195,1953,4.0
14,50,1993,2.0
82,60,1561,12.5
14,40,1288,1.0
74,195,1689,7.0
18,20,1485,1.0
16,20,1571,1.5
74,50,1380,7.5
8,20,2109,1.5
44,50,2448,3.0
27,20,1917,5.0
17,200,1668,1.0
23,0,1569,1.5
21,50,1563,1.5
83,195,1360,20.0
10,20,2207,1.0
18,20,1951,1.5
45,25,1843,5.0
26,75,1933,1.5
7,0,1238,1.0
16,20,2543,2.0
39,200,1619,4.0
41,0,1722,8.5
15,20,1255,3.5
34,35,1837,1.5
38,55,1252,1.0
9,50,2099,2.0
42,75,2104,3.5
40,20,2922,1.5
16,25,3061,3.5
30,25,1443,4.0
9,20,2813,1.5
49,20,1720,2.5
9,0,2661,2.0
22,0,1813,1.0
23,20,1255,4.5
18,35,1196,1.0
66,45,1904,3.5
37,35,3037,2.5
35,45,1967,4.0
37,50,2343,2.5
24,30,1217,4.5
332,180,1981,29.0
14,20,1309,1.0
19,55,1852,1.0
35,40,1808,4.0
207,35,2247,20.5
69,115,1857,7.0
47,85,1238,5.0
26,0,1507,1.5
25,40,3108,10.0
26,50,1920,3.0
25,0,1947,2.0
74,20,1364,3.0
