num_lectures,price,days_since_published,content_duration
51,30,1343,5.0
16,50,1774,2.5
29,40,1287,2.5
49,50,1664,7.0
16,0,1465,1.5
56,200,1891,4.0
7,20,1904,0.6333333333333333
68,50,1856,5.0
23,20,1309,1.5
6,60,2770,1.0
39,95,1860,4.0
43,20,1275,3.5
16,25,1646,1.5
136,200,1989,9.5
15,20,2124,0.6333333333333333
8,20,1319,0.5833333333333334
7,20,1945,1.0
49,150,2002,4.0
39,40,1798,2.0
20,200,2647,1.0
17,25,1706,2.0
77,25,1554,6.5
5,20,2381,0.6166666666666667
162,85,1414,31.5
54,20,1844,2.5
5,20,1918,0.7
33,95,1854,1.5
23,0,2335,3.5
83,50,2191,10.5
16,50,2143,1.0
24,80,1287,3.0
25,200,1219,2.0
78,30,3049,5.0
11,20,1228,0.6666666666666666
48,20,2351,1.5
402,200,1458,32.5
13,20,2608,1.5
43,95,1647,3.0
74,35,2215,8.0
11,25,1570,1.0
22,0,2994,2.0
28,85,1944,2.0
15,20,2288,0.6166666666666667
24,20,2160,4.0
15,25,1967,1.0
31,40,1763,4.5
28,20,1190,2.5
9,20,1560,8.0
53,70,1393,7.0
17,125,1262,1.0
32,50,2287,2.0
7,20,1343,0.6166666666666667
42,25,1307,3.5
7,20,2439,1.0
5,20,1512,0.6166666666666667
66,200,1531,6.0
20,50,2402,3.5
15,50,1502,1.0
9,55,1790,0.6666666666666666
12,195,1646,1.5
13,20,1850,1.0
57,30,2067,3.5
50,150,1535,4.5
9,30,2343,1.5
23,20,1327,2.0
10,35,2233,1.0
9,50,1196,2.0
7,35,1694,1.5
52,70,1666,3.5
39,150,1428,5.0
15,50,1634,2.0
38,200,2522,2.5
16,45,1507,2.0
12,200,1759,2.5
13,35,1226,0.5166666666666666
43,40,1455,5.5
16,35,1216,1.0
13,45,2158,3.0
27,95,1962,2.5
14,45,1698,2.0
11,40,1876,1.0
37,200,1715,2.0
31,30,2070,0.7
17,20,1874,1.5
173,110,1795,16.0
11,0,2373,0.5666666666666667
28,95,2017,2.5
12,20,1381,0.6333333333333333
26,145,1757,1.5
24,20,2104,1.5
53,20,1239,1.5
119,80,1252,13.0
6,20,2613,1.5
7,30,1622,0.6666666666666666
32,40,1349,4.0
23,50,1246,3.0
19,40,2269,1.5
22,0,1728,2.5
84,95,2194,7.0
34,50,1820,1.5
25,135,1409,2.5
30,0,2193,2.0
13,20,2336,1.0
12,20,2207,1.5
131,80,1267,12.5
6,0,2286,0.6
16,20,2298,1.5
72,20,2286,5.5
27,25,1233,3.5
14,40,1618,1.5
16,20,1689,0.6666666666666666
77,50,1645,13.0
22,20,1784,1.5
11,30,1697,1.5
10,20,1542,1.0
46,20,1341,6.5
34,50,1773,1.5
43,115,1610,4.5
20,50,2228,4.0
115,95,2059,2.5
17,20,2441,1.5
44,100,1900,1.5
14,0,1254,1.0
45,115,1713,4.5
29,75,1486,2.0
24,100,1597,2.5
43,50,1532,2.0
9,0,1310,0.7333333333333333
37,120,1472,3.0
55,20,2428,3.0
28,50,1570,5.0
12,20,1641,1.0
17,200,1405,1.0
30,0,1223,3.5
45,20,1871,5.0
5,50,1645,0.55
54,35,2499,7.5
112,45,1818,3.0
22,50,1495,2.0
34,60,1275,1.5
52,65,1617,4.5
19,20,2455,1.5
13,120,1851,1.5
21,20,1717,3.0
12,45,1470,1.5
27,50,1940,5.5
80,50,2395,4.0
353,200,2197,48.5
77,95,2009,6.0
61,195,1665,4.5
35,95,1353,3.5
20,20,1605,0.6166666666666667
12,30,2098,2.0
13,0,1446,1.0
110,200,1833,7.5
15,75,1997,1.5
61,200,1562,4.5
22,40,1910,2.5
10,35,1266,0.6666666666666666
12,30,2353,0.5666666666666667
141,50,1877,8.0
8,80,1934,1.0
110,195,1458,5.5
14,90,1398,0.7333333333333333
38,80,1421,2.5
40,195,1389,4.5
26,200,1948,2.5
147,50,2409,20.0
30,20,2173,2.0
32,40,1638,4.5
29,50,1769,2.5
26,55,2563,2.0
8,0,1385,0.5666666666666667
16,100,1219,1.5
25,200,1997,2.5
57,50,2058,3.0
10,40,1209,1.0
0,20,1756,0.0
9,50,1196,2.0
20,35,1874,1.0
51,45,1388,2.5
18,20,1844,1.0
16,20,1556,1.0
321,50,1380,3.5
5,20,1819,0.5666666666666667
77,195,1962,7.5
51,200,2120,5.5
49,20,2185,8.5
16,200,1948,2.5
13,40,1385,1.0
20,30,1331,1.0
17,20,2179,1.0
32,50,2296,5.0
37,55,1239,0.7
75,25,2828,3.5
64,35,1549,5.5
98,70,1738,13.0
49,195,1835,4.0
12,80,1564,0.6666666666666666
81,50,2679,5.0
63,40,1328,7.0
19,20,2207,1.5
17,50,1700,3.0
11,55,1269,1.0
56,50,1546,8.0
55,125,1624,2.5
6,20,1485,1.5
29,200,1402,4.5
26,40,1605,1.5
26,20,2562,3.5
12,30,1523,2.0
40,50,1444,5.5
358,50,1398,66.5
34,20,2333,6.0
41,30,2541,2.5
15,0,2244,1.0
28,200,1919,3.5
6,20,2144,1.0
15,60,2782,2.0
301,200,1821,25.5
36,60,2180,2.5
16,95,1449,3.0
82,75,2725,11.5
30,65,1772,4.0
13,30,1597,1.0
21,35,1196,3.0
18,95,1808,1.5
37,40,1792,6.5
48,95,1603,2.0
20,20,1857,0.6166666666666667
24,75,1225,2.0
26,35,1451,1.0
29,50,1703,2.0
16,0,2128,1.5
28,120,1569,2.5
15,40,1973,0.5666666666666667
18,50,1668,2.0
42,30,1350,2.5
36,20,2304,2.0
59,35,2198,2.0
12,200,1269,1.5
131,85,2676,7.5
14,25,1955,1.5
60,50,1373,8.5
9,50,1615,1.5
22,85,1817,1.5
38,50,2046,4.0
21,50,2400,3.5
17,45,1459,1.0
39,20,1473,3.0
17,100,1495,1.5
23,20,1662,2.0
32,200,1948,4.0
19,75,1934,1.5
77,50,1240,8.0
19,0,1728,1.0
14,75,1833,1.5
25,100,1610,2.5
10,50,2160,1.0
23,20,1512,2.0
11,20,1808,2.5
33,200,1730,2.5
72,40,1584,3.0
197,190,2088,21.5
48,50,1871,3.5
34,40,2344,1.5
53,50,1385,7.5
14,35,2149,1.0
49,50,1227,2.5
20,0,1191,1.5
39,50,1791,9.0
17,0,2353,1.0
11,20,1886,2.0
26,200,1218,1.0
24,50,2358,6.0
46,50,1639,8.0
18,20,1821,1.0
38,70,1259,2.0
19,20,1944,0.5166666666666666
24,55,2118,3.0
24,20,2287,5.5
40,85,1777,10.5
6,20,2556,1.5
20,45,2201,2.0
8,50,1386,1.0
103,120,1916,6.5
25,90,1220,2.0
15,45,1232,1.0
21,20,1612,1.0
17,25,2401,1.5
15,20,2108,1.0
47,20,2078,8.0
57,200,2591,8.0
272,150,1907,26.0
45,95,2115,2.0
10,25,1704,1.5
320,200,1436,23.5
24,0,1554,5.5
27,20,2959,1.0
63,60,1724,5.5
72,50,1259,5.5
25,20,1661,1.5
14,20,1357,1.0
21,50,1335,1.5
24,195,1759,1.0
17,0,2429,3.0
27,20,1408,1.5
129,200,1422,15.5
17,0,1473,0.7333333333333333
16,100,1884,1.0
29,40,1350,3.0
91,180,1679,4.5
94,200,1857,8.5
24,20,1672,3.0
62,195,1248,5.0
45,75,1211,6.0
59,100,1789,3.5
9,200,1898,1.5
7,20,1690,0.5666666666666667
39,50,2396,1.0
9,50,1381,2.0
32,20,1793,2.5
29,100,2076,3.5
41,85,2086,2.0
29,65,1802,2.0
18,0,2093,3.0
48,145,1613,8.0
50,85,1205,3.0
12,50,1196,2.0
22,20,1513,1.5
6,20,1205,0.55
30,100,1216,1.5
70,40,1590,14.0
58,125,1262,6.0
19,45,1271,1.0
15,45,1682,1.5
30,35,1558,2.0
54,195,1547,6.0
23,20,1421,1.5
81,150,1625,4.5
26,200,1782,3.5
24,75,2834,4.0
5,20,1961,1.0
56,35,1339,5.5
90,20,2405,10.5
52,100,1783,4.0
8,25,1231,0.6833333333333333
35,80,1532,3.0
56,195,2140,5.5
27,20,1263,1.5
15,50,1229,1.5
40,95,1944,4.5
34,20,2507,1.5
28,20,1797,3.0
29,200,1365,2.0
5,25,1577,0.6166666666666667
53,175,1333,8.5
21,20,2015,1.5
49,25,1653,4.5
16,20,1206,1.5
15,200,1865,0.5166666666666666
42,135,1960,3.5
19,50,2191,2.5
27,40,1262,6.0
123,30,1989,9.0
41,30,2074,12.0
18,40,1603,1.5
13,50,1990,1.5
7,115,1497,1.0
7,85,1336,0.6333333333333333
28,50,1736,3.0
26,195,1841,3.5
64,20,2339,8.0
9,20,1737,1.5
55,20,2026,7.0
8,50,1825,0.5666666666666667
12,95,2267,1.5
43,20,1696,1.0
30,20,1686,2.5
77,195,2024,12.0
62,20,2340,5.5
21,20,2430,2.0
25,70,1732,3.5
12,20,1385,2.0
14,30,1363,1.0
13,0,1323,2.0
115,85,2036,6.5
64,50,2280,3.5
342,200,1801,43.0
28,25,1594,3.0
64,20,1854,7.5
24,20,2071,1.0
12,40,1393,0.6333333333333333
33,170,1785,3.5
18,50,1767,1.5
92,125,1969,12.5
12,20,1744,2.0
8,0,1206,1.0
10,20,2430,1.0
12,40,1638,1.5
779,200,2606,44.5
8,20,1955,1.5
24,160,2210,2.0
7,65,1268,0.5666666666666667
6,40,1471,0.6333333333333333
45,20,1559,2.5
33,200,1197,4.0
55,200,1252,4.5
15,50,1907,2.5
10,60,2779,2.0
38,25,1758,4.5
24,50,1504,2.0
54,0,1806,2.0
5,0,1388,0.6166666666666667
30,20,1456,4.5
12,20,2069,0.7
43,125,1353,3.0
111,200,2051,17.0
69,80,1373,8.0
12,40,1679,0.6833333333333333
40,195,1797,3.5
23,0,2110,1.5
9,20,2555,2.0
33,200,1709,2.5
14,20,2164,1.5
98,195,1864,13.0
28,55,1942,1.5
5,20,2456,1.0
97,90,1391,7.0
55,50,2198,7.0
21,180,1296,2.0
20,20,1637,1.0
98,85,2676,10.5
22,50,2333,2.5
53,20,1796,3.0
140,125,1685,11.0
87,195,1241,8.5
12,20,1240,0.5166666666666666
27,20,2316,1.5
17,200,1284,1.5
12,20,1486,0.6666666666666666
24,95,1877,2.0
89,195,1290,20.5
18,40,1434,2.5
15,20,2442,1.0
78,50,2031,14.0
16,35,2260,1.5
221,200,1953,18.0
77,0,1569,6.5
71,20,2667,3.5
56,75,1373,5.5
20,20,1561,10.5
111,140,1598,9.0
17,30,2927,1.5
24,50,1239,2.0
56,75,1706,3.0
10,30,2105,2.0
27,200,1353,2.0
45,100,1399,4.5
49,110,2208,4.0
7,20,1736,0.6333333333333333
21,0,2070,3.0
43,50,1662,8.0
31,25,2043,3.5
12,50,1836,1.0
10,200,1357,2.0
31,20,2024,2.5
33,200,1303,3.0
7,35,1472,0.7
5,0,2373,0.6666666666666666
10,60,1701,1.0
25,0,1756,2.0
67,100,1636,5.0
24,100,1651,1.5
5,50,2140,0.6333333333333333
21,50,2019,3.0
60,50,1910,3.5
15,150,1321,0.65
12,20,2315,1.0
68,80,1548,6.5
21,45,1692,4.5
20,35,1890,2.0
20,25,2183,1.5
99,150,1320,9.0
40,45,1591,2.0
63,150,1388,8.5
75,60,2304,15.5
12,30,1500,0.6166666666666667
24,195,1373,4.0
10,0,1404,1.5
48,125,1479,4.0
26,20,1902,2.5
5,135,1497,0.5
35,75,2830,7.0
11,20,1496,0.55
176,25,1433,5.0
47,165,1296,5.5
21,100,1633,1.0
143,50,2853,15.5
19,35,2189,1.5
41,95,1591,6.0
22,60,1473,1.5
25,100,1679,2.0
17,50,1254,1.5
46,60,1360,6.5
19,20,1598,1.5
23,85,1500,4.5
50,50,1849,10.0
23,20,1195,1.5
13,20,1555,1.0
29,50,3015,2.5
31,40,1547,3.0
23,50,2343,4.0
12,25,2000,2.0
31,40,2085,4.0
8,30,1525,0.5333333333333333
35,20,1444,2.0
19,115,1744,1.0
5,20,2613,1.0
29,50,1254,2.0
19,30,1379,4.5
20,20,1821,0.55
84,195,1899,7.5
41,100,1212,1.5
7,0,1590,0.5333333333333333
20,0,1724,3.0
12,195,1345,1.5
12,20,2021,0.45
215,85,2291,10.5
18,200,2652,1.0
27,20,2324,0.7333333333333333
19,40,1925,2.0
15,40,1296,1.0
61,195,2011,6.0
15,20,2399,1.5
118,195,2052,18.5
6,50,2679,1.0
8,20,1204,1.0
76,200,1853,5.0
82,30,1587,8.0
7,35,2378,1.5
11,20,1898,0.7
23,20,2121,1.0
44,0,1287,2.0
9,40,2004,1.0
16,20,1997,2.0
11,40,1441,1.5
39,40,1539,2.0
25,95,1832,1.5
11,40,1639,1.5
33,70,1910,4.0
13,75,1594,1.0
21,20,1510,1.5
35,70,1793,1.0
20,95,1570,2.0
49,45,1695,6.0
225,50,1457,78.5
6,20,2207,0.5666666666666667
20,50,1840,2.0
102,50,2002,7.5
14,20,1953,0.6833333333333333
271,200,1918,22.5
27,20,1817,1.0
19,40,1884,2.0
41,100,1619,3.0
5,20,2613,1.0
10,25,1253,1.0
6,20,1786,0.6
19,95,2078,2.0
20,25,1770,1.5
20,75,1974,1.5
19,55,3050,2.0
117,195,1523,14.0
13,40,2378,2.5
85,65,2877,62.0
9,20,1815,0.5333333333333333
103,105,1581,12.0
67,50,3144,7.0
89,20,1890,4.0
11,40,1338,1.0
57,50,2407,3.5
33,200,1443,6.0
30,20,1617,3.0
42,100,1255,2.0
28,100,1667,2.0
114,150,1331,13.0
35,40,1318,1.5
136,145,1206,8.0
29,150,1686,2.0
21,20,2777,3.0
17,50,2343,3.0
7,20,1258,0.5666666666666667
122,30,1713,12.0
6,0,1724,0.6833333333333333
27,40,1785,3.5
35,200,1949,1.5
26,20,2336,3.5
28,0,2120,3.5
15,40,1251,2.5
16,55,2232,1.0
14,50,1379,2.5
15,120,1882,1.0
13,20,2508,4.0
113,50,2538,24.0
10,50,1919,1.0
74,50,2074,1.5
84,35,2444,8.0
25,195,1239,2.0
61,200,1535,4.5
67,145,2057,8.5
43,100,1710,3.0
20,70,1202,3.5
53,20,1520,7.0
116,50,1877,16.0
43,200,1328,2.0
25,50,1847,1.5
7,50,1535,1.5
34,30,2484,3.0
59,35,1226,5.0
110,195,1337,13.0
28,20,1814,1.0
35,50,2382,5.0
39,40,2098,2.0
14,0,1259,2.0
11,100,1225,1.0
20,100,1960,1.0
29,40,1638,3.0
25,50,1609,6.0
77,150,1860,4.5
23,20,1962,0.5
32,20,1231,3.5
44,100,1660,5.0
25,50,1629,6.0
28,40,1638,2.0
7,120,1492,1.0
14,45,2191,0.65
51,50,2633,24.0
22,95,1861,1.5
240,95,1875,23.0
32,50,1904,1.0
34,25,1910,1.0
130,50,2389,7.0
26,50,2614,1.5
23,150,2290,2.5
68,35,2211,1.5
19,40,1511,1.5
33,75,2514,20.0
21,20,1905,2.0
59,95,1496,2.0
46,20,2085,2.0
17,0,2387,2.0
25,40,1731,2.5
123,35,2111,7.0
9,0,2382,2.0
63,50,1518,7.5
23,20,2680,1.5
11,50,2620,5.0
44,75,2697,5.5
77,195,1396,11.5
16,20,2121,1.5
11,40,1330,1.0
31,195,1707,1.5
57,50,1484,4.0
18,0,1840,1.0
60,20,1709,4.0
17,195,1644,3.0
20,0,1511,1.5
7,20,2367,1.0
281,200,1777,22.5
286,180,1991,29.5
41,75,1274,1.0
75,200,1295,12.0
17,20,1217,3.5
29,150,1871,0.6833333333333333
22,145,1610,1.5
26,40,1353,2.0
36,95,1226,3.0
45,60,2227,3.0
55,50,1674,6.0
11,0,1616,0.6666666666666666
25,150,2350,3.0
12,185,1324,1.0
37,30,1596,3.0
38,20,1619,2.0
18,20,1906,1.0
17,85,1604,2.0
83,200,1506,3.0
25,50,1820,2.5
49,20,1969,3.5
26,25,2698,3.0
20,75,1776,1.5
20,60,2163,1.5
133,200,1423,19.5
11,200,2398,1.5
46,20,1751,4.0
26,55,1996,3.5
7,40,1415,0.5166666666666666
16,20,1251,1.5
20,0,1241,1.0
144,200,2370,8.5
28,200,1778,3.0
17,20,2138,0.5333333333333333
10,55,1822,1.0
21,20,2375,2.5
11,30,2231,0.6333333333333333
21,20,1244,1.5
56,30,1332,5.0
30,50,2333,3.0
77,40,1931,14.5
41,20,1650,4.0
10,75,1744,1.0
39,20,1786,2.5
16,150,2107,5.0
77,50,2002,5.0
57,45,2071,6.0
17,20,2258,1.5
24,20,1703,2.5
46,20,2055,2.0
45,180,2781,11.0
28,0,1674,2.0
35,150,1381,3.0
22,20,1802,1.5
36,95,1939,5.0
39,200,1793,3.0
14,35,1624,1.0
21,20,1259,2.0
27,0,2677,3.5
58,0,1900,3.0
491,200,1701,57.0
41,55,2232,3.0
61,45,1954,4.0
29,0,2291,4.0
39,200,2043,6.5
8,20,2495,0.6166666666666667
15,50,2094,2.5
22,40,1232,1.5
13,20,2077,1.5
22,0,2029,1.0
18,200,1306,3.5
34,35,2633,2.0
10,30,1562,1.5
11,30,2008,1.0
33,60,1394,6.0
49,20,2378,3.5
109,50,1406,13.0
87,30,1236,9.0
62,145,2063,6.0
25,0,1451,1.5
25,175,2005,2.0
20,25,2119,1.5
8,20,1993,1.0
8,0,2345,1.0
47,60,2083,4.0
52,200,1190,2.5
16,35,1779,1.5
45,50,2868,5.0
20,120,1797,1.0
142,160,1247,8.0
33,200,1374,4.0
9,20,2210,0.6666666666666666
28,0,1517,2.5
13,20,1791,1.5
39,50,1576,2.5
42,200,2187,5.5
23,0,2231,1.0
16,25,1437,2.0
6,50,1452,0.6666666666666666
72,20,1720,4.0
10,20,2024,1.0
48,40,2414,6.5
44,75,1777,3.5
82,50,2387,4.0
108,50,2170,7.0
14,20,1900,1.0
9,50,1197,1.5
23,0,2018,0.6166666666666667
34,115,1458,4.0
27,25,1512,0.6333333333333333
12,20,1786,0.5666666666666667
73,50,2106,5.5
38,30,1219,6.5
29,20,2053,1.5
48,30,1806,2.5
36,120,1365,4.5
15,20,1968,1.5
22,100,1991,2.5
78,125,1363,9.0
12,50,1620,1.0
40,105,1450,3.5
31,30,1213,1.5
41,130,1720,5.0
108,95,2076,9.5
24,40,2077,4.5
12,100,1267,1.0
30,20,1569,2.0
18,40,1410,2.5
27,50,1944,2.0
9,20,1841,0.7166666666666667
29,0,2045,4.0
47,75,1260,1.5
52,65,1542,3.5
13,20,1844,2.0
101,75,1732,4.5
44,30,1500,3.0
79,195,1288,11.5
34,50,1304,2.0
54,50,2065,6.0
9,20,2367,0.6166666666666667
39,60,1781,3.0
28,20,1672,4.0
26,200,1463,3.5
33,115,2067,2.0
13,115,1216,1.0
47,20,1786,2.5
15,60,1721,20.0
19,200,2068,2.0
25,20,2844,2.0
51,25,1708,4.5
12,50,1784,0.6833333333333333
54,20,2239,10.5
7,20,2683,5.5
28,20,1718,3.5
22,200,1338,1.0
9,0,1238,1.0
23,45,1524,3.5
17,45,1221,1.0
17,20,1624,1.0
58,20,1817,5.5
43,195,1432,3.0
14,20,2442,1.5
9,20,2380,1.5
26,20,1695,1.5
22,60,1251,3.5
13,20,1903,1.0
12,30,2693,1.0
23,25,1223,0.6
8,50,1839,1.0
90,200,1829,6.5
12,20,1427,1.5
16,35,2404,2.0
54,120,1323,3.0
49,50,1349,5.5
13,125,1408,1.0
34,30,2029,3.0
14,40,1574,1.5
291,200,1452,31.0
44,95,2135,2.5
24,20,1197,1.0
9,40,1638,1.5
47,190,2436,12.5
20,95,2633,1.5
11,0,1604,0.5333333333333333
77,50,2106,4.5
23,95,1452,1.5
183,20,1947,2.0
11,40,1738,1.0
329,190,1700,22.0
384,200,1794,76.5
85,200,2011,8.0
4,20,1458,0.31666666666666665
7,20,2367,0.5666666666666667
29,50,1254,4.0
122,100,2059,19.0
191,200,1321,31.5
21,65,1309,0.7333333333333333
21,0,2253,2.0
58,100,1419,3.5
54,195,1868,3.5
134,20,2197,11.5
28,50,1575,3.0
15,45,2074,0.6
29,20,2237,4.5
195,145,1258,12.5
17,0,1658,1.5
32,50,1764,4.5
37,200,1217,2.5
24,100,1500,1.5
15,20,2164,0.6666666666666666
27,20,1665,2.0
21,100,2524,1.5
66,200,1309,3.5
17,20,2038,0.7
23,65,1254,3.0
11,35,1226,1.0
8,65,1420,1.0
107,180,2132,14.5
8,45,1489,0.55
12,20,1582,0.5666666666666667
38,155,2422,4.5
28,50,1808,2.5
15,20,2107,1.0
19,20,2265,2.5
71,45,1314,11.0
13,200,1652,2.0
38,25,2347,2.5
20,75,2345,1.0
10,55,1832,1.0
22,120,1729,1.5
10,95,1523,1.0
61,195,1332,12.5
28,0,1682,1.5
41,95,1744,3.0
15,200,1268,1.0
53,50,3087,4.0
70,50,1434,1.5
31,95,2788,2.0
20,40,2160,2.5
19,35,2053,1.0
5,20,2050,0.7166666666666667
91,50,1892,13.0
19,195,1379,2.5
127,35,1358,31.5
19,25,1672,1.5
28,20,2009,3.5
61,200,1501,15.0
75,100,2659,5.0
23,50,1275,3.0
33,30,1813,1.5
15,135,2176,1.5
22,20,1680,2.0
29,100,1310,1.0
174,195,1721,10.0
9,20,1986,0.5333333333333333
12,0,2224,1.5
5,50,2098,1.0
23,25,1718,2.5
21,80,1839,2.0
39,30,1826,4.0
37,200,1519,2.0
28,20,2076,2.0
24,30,1881,3.5
70,20,2210,8.0
21,30,2121,3.5
44,75,1937,3.0
74,45,2554,13.0
31,60,1809,3.0
30,0,2374,3.0
25,20,1416,1.0
25,150,1672,1.5
30,200,1214,3.0
15,0,1911,1.0
15,20,1847,1.0
96,100,2053,17.0
37,30,1309,4.0
24,200,1344,1.0
28,50,1650,6.5
23,40,1877,2.5
46,50,2051,3.5
10,30,1281,1.0
13,20,1924,2.0
43,25,1752,2.0
84,75,1349,5.5
28,200,1910,4.0
45,25,1708,4.0
15,30,2084,2.5
14,20,2779,1.0
77,50,2410,5.0
14,35,2411,2.0
26,0,1247,4.5
48,30,1356,6.5
37,65,1810,4.0
11,50,1262,1.0
16,50,2402,2.5
25,30,2270,4.0
59,20,1872,2.0
29,50,1645,3.5
12,20,2291,0.7
65,95,2548,68.5
11,40,1581,1.0
29,30,2116,5.0
6,135,1496,0.5
18,35,1255,1.0
36,0,1227,2.5
14,40,1417,1.5
62,120,1507,7.5
10,25,1392,1.0
41,25,1732,4.0
16,95,1479,2.0
10,20,2429,1.0
11,20,2604,4.0
80,50,2318,11.0
19,50,1400,2.5
71,120,1718,12.0
105,95,1406,18.5
42,200,1491,2.0
138,195,2143,7.5
12,0,1704,0.5166666666666666
27,25,2138,2.5
49,20,1560,2.5
69,145,1582,12.5
46,200,1310,2.5
66,200,1336,6.0
31,200,1534,2.0
102,120,2044,14.5
14,20,1730,1.0
24,50,2402,4.5
8,200,1286,1.0
18,20,1245,1.5
27,195,1297,6.5
30,20,2026,2.0
19,195,1850,1.5
21,150,2262,3.0
43,75,1671,0.5
33,20,1701,5.0
9,20,1559,1.0
38,40,1638,3.0
51,175,1506,4.0
34,45,1698,5.0
57,100,1986,5.5
85,200,1877,6.5
84,150,1942,5.0
54,50,1899,10.0
15,45,1229,2.5
42,95,1659,3.0
28,75,1479,2.0
22,95,1594,2.5
27,150,1322,1.5
17,95,1328,1.5
28,60,2178,6.5
31,125,2046,3.5
19,30,1534,2.0
88,60,2266,23.0
32,200,1465,4.5
174,200,1326,20.5
7,20,1617,0.6833333333333333
8,60,1191,1.0
12,30,1794,0.5
86,20,1863,4.0
50,60,2183,9.0
17,50,2335,1.5
224,200,1666,44.5
18,0,1203,1.0
14,20,2016,1.0
56,40,1423,4.0
14,20,1486,1.0
54,60,2206,10.0
36,50,2224,1.0
37,155,1792,2.0
17,20,1527,1.5
19,25,1237,2.0
23,145,1792,2.5
12,90,1337,1.0
16,0,2740,1.5
36,40,1798,6.5
5,50,1955,1.0
21,0,2569,1.0
25,20,2313,7.5
17,35,2046,1.0
135,190,1415,9.5
31,200,1323,1.5
18,200,1309,2.0
32,95,1430,3.5
11,20,1912,1.0
17,20,2451,2.0
10,40,1511,1.0
88,0,1664,6.5
44,160,1523,3.5
9,35,1281,0.7
7,45,1359,0.6333333333333333
9,30,1730,1.0
24,200,1477,4.0
41,95,1685,3.0
78,95,1604,11.5
38,95,1625,2.5
54,50,1272,1.5
15,0,1869,0.6166666666666667
15,200,1899,1.5
196,40,1360,5.5
10,55,1254,1.0
52,195,2126,5.5
133,50,2119,15.5
41,30,1336,5.0
27,50,2347,3.0
79,150,1548,7.5
60,50,1892,2.5
27,180,1625,2.5
11,195,1622,1.5
40,120,1709,3.5
69,20,1720,3.0
7,0,2002,0.7
126,110,1548,7.5
8,40,1511,1.0
23,90,1286,2.0
330,65,1473,32.5
17,30,2291,14.5
108,20,2449,3.5
30,50,1939,1.0
16,40,1255,1.5
25,150,1879,1.5
13,200,1443,0.6833333333333333
462,150,1587,62.0
26,40,1705,3.5
18,20,1308,1.0
65,70,1707,3.0
43,20,2236,6.0
36,20,2905,2.0
14,200,1365,1.5
34,20,2044,4.0
115,110,1431,12.5
9,20,1878,0.5833333333333334
26,195,1305,3.5
107,20,1198,10.5
24,125,1344,2.5
17,200,1450,1.0
11,40,1638,1.5
12,20,1949,1.5
36,25,2150,7.5
10,20,1551,1.0
37,35,2212,3.0
113,80,1693,5.5
51,125,2004,4.5
118,200,1661,24.5
21,50,1643,2.5
6,20,1919,1.0
22,50,1227,1.0
87,30,1588,11.5
32,100,1906,3.5
15,20,1932,0.5333333333333333
27,20,1847,4.5
22,200,1204,1.0
10,50,1197,1.5
22,165,1425,2.5
35,25,2085,2.5
15,20,1511,1.0
15,40,1875,3.0
59,95,1370,2.0
35,20,1532,1.5
12,20,1860,1.0
53,135,1197,12.5
130,35,1338,31.5
23,200,1198,1.5
22,150,1973,2.5
44,25,1889,3.0
90,100,1953,10.5
53,75,1757,11.5
17,20,1948,1.0
80,150,1275,7.5
13,25,1294,1.0
51,50,1623,3.0
316,180,2007,24.5
16,20,1349,3.0
11,0,1644,0.6666666666666666
57,150,1697,15.0
18,20,1916,2.0
86,95,1252,5.5
125,50,3033,12.5
27,100,1309,3.0
7,25,2360,2.0
13,0,1844,0.5333333333333333
10,20,2639,1.0
48,145,1527,4.5
84,195,1255,8.0
36,50,1780,3.0
29,20,1218,2.0
71,50,2336,3.5
28,25,2304,4.0
61,95,1710,14.5
10,0,1649,2.0
19,35,1841,2.5
19,45,2044,2.5
13,70,1717,1.0
23,30,2304,2.0
25,20,1260,3.0
27,120,1681,2.0
22,20,1715,2.5
126,195,1414,13.5
33,20,2244,0.6166666666666667
8,20,2378,1.0
8,25,1664,0.6333333333333333
150,200,1364,11.5
14,60,2789,3.0
40,50,1720,4.5
35,30,1769,1.5
47,20,1561,4.5
37,50,2120,5.5
38,70,2035,3.5
24,105,2555,7.5
29,30,1258,2.0
78,50,1479,7.0
19,20,1281,3.5
5,20,2613,1.0
15,40,1638,2.5
50,40,2579,8.5
56,50,1415,8.0
30,200,2150,1.5
5,25,1255,0.13333333333333333
15,50,2274,1.5
15,50,1791,0.6
74,25,1959,8.5
13,25,1311,1.0
28,70,1793,1.0
11,0,1717,1.0
8,0,2325,1.5
11,50,1836,0.6
21,0,1203,2.0
58,100,1940,10.5
73,20,1205,7.5
12,20,1295,2.0
17,20,2007,2.5
14,30,2015,4.0
82,200,1396,9.0
204,200,1598,16.5
36,40,1884,1.0
12,40,1489,1.0
35,95,1204,5.0
70,20,1734,8.5
58,20,2597,5.5
24,90,1811,4.0
14,40,2156,1.0
41,95,1794,3.5
46,25,2928,7.0
26,200,1394,2.0
116,50,1329,10.5
20,50,1259,4.5
36,95,1455,5.5
17,40,1456,1.5
101,50,1610,9.5
44,55,2178,3.5
82,20,3316,4.0
64,200,1426,11.0
19,20,1570,4.0
55,20,2207,7.5
51,150,1897,6.5
45,30,1589,4.0
16,35,2396,2.0
43,95,2462,7.0
41,95,1673,2.5
95,50,1857,5.0
241,180,2279,17.5
9,50,1196,1.5
53,200,1254,2.0
11,95,1919,1.0
